player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Geasa-Fairbanks,6/25/20,22:26:18,1593156378-3,[Primal Hakkari Shawl],19721,item:19721::::::::60,Off Spec,0,HUNTER,Zul'Gurub-20 Player,High Priest Venoxis,148,309,20,,,2,false,Quest,,,High Priest Venoxis
Geasa-Fairbanks,6/25/20,23:18:50,1593159530-20,[Primal Hakkari Shawl],19721,item:19721::::::::60,Candidate didn't respond on time,0,HUNTER,Zul'Gurub-20 Player,Jin'do the Hexxer,148,309,20,,,TIMEOUT,false,Quest,,,Jin'do the Hexxer
Geasa-Fairbanks,6/07/20,22:31:20,1591601480-22,[Primal Hakkari Idol],22637,item:22637::::::::60,Main Spec,1,HUNTER,Zul'Gurub-20 Player,Jin'do the Hexxer,148,309,20,,,1,false,Junk,,dat hit,Jin'do the Hexxer
Geasa-Fairbanks,6/28/20,21:37:20,1593412640-8,[Nightslayer Bracelets],16825,item:16825::::::::60,Banking,0,HUNTER,Molten Core-40 Player,Gehennas,9,409,40,|cffa335ee|Hitem:16935:247:::::::60:::::::|h[Dragonstalker's Bracers]|h|r,,2,true,Leather,Wrist,,Gehennas
Geasa-Fairbanks,7/12/20,22:23:43,1594625023-17,[Shadowstrike],17074,item:17074::::::::60,Main Spec,7,HUNTER,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:19859:2564:::::::60:::::::|h[Fang of the Faceless]|h|r,|cffa335ee|Hitem:18805:2564:::::::60:::::::|h[Core Hound Tooth]|h|r,1,false,Polearms,Two-Hand,,Geas-Fairbanks
Geasa-Fairbanks,7/12/20,22:26:02,1594625162-26,[Obsidian Edged Blade],18822,item:18822::::::::60,Disenchant,0,HUNTER,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:19859:2564:::::::60:::::::|h[Fang of the Faceless]|h|r,|cffa335ee|Hitem:18805:2564:::::::60:::::::|h[Core Hound Tooth]|h|r,1,true,Two-Handed Swords,Two-Hand,,Geas-Fairbanks
Geasa-Fairbanks,2/11/20,23:43:13,1581500593-5,[Giantstalker's Epaulets],16848,item:16848::::::::60,Main Spec,7,HUNTER,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18686::::::::60:::1::::|h[Bone Golem Shoulders]|h|r,,1,false,Mail,Shoulder,,Kuwanger-Fairbanks
Geasa-Fairbanks,7/14/20,22:58:54,1594799934-16,[Dragonstalker's Gauntlets],16940,item:16940::::::::60,Off Spec,3,HUNTER,Blackwing Lair-40 Player,Flamegor,9,469,40,|cffa335ee|Hitem:16940:1887:::::::60:::::::|h[Dragonstalker's Gauntlets]|h|r,,2,false,Mail,Hands,,Flamegor
ärrow-Fairbanks,7/14/20,23:52:42,1594803162-1,[Tome of Tranquilizing Shot],16665,item:16665::::::::60,Main Spec,0,HUNTER,Molten Core-40 Player,Lucifron,9,409,40,,,1,false,Book,,,Lucifron
ärrow-Fairbanks,7/15/20,00:31:42,1594805502-19,[Giantstalker's Gloves],16852,item:16852::::::::60,Main Spec,4,HUNTER,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:13255::::::::60:::1::::|h[Trueaim Gauntlets]|h|r,,1,false,Mail,Hands,,Shazzrah
ärrow-Fairbanks,7/15/20,00:38:15,1594805895-21,[Giantstalker's Bracers],16850,item:16850::::::::60,Main Spec,0,HUNTER,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:13211::::::::60:::1::::|h[Slashclaw Bracers]|h|r,,1,false,Mail,Wrist,,Shazzrah
ärrow-Fairbanks,7/15/20,01:02:44,1594807364-34,[Dragonstalker's Legguards],16938,item:16938::::::::60,Main Spec,7,HUNTER,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18524::::::::60:::1::::|h[Leggings of Destruction]|h|r,,1,false,Mail,Legs,,Ragnaros
ärrow-Fairbanks,7/29/20,00:09:08,1596013748-37,[Giantstalker's Helmet],16846,item:16846::::::::60,Main Spec,6,HUNTER,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:18421::::::::60:::11::::|h[Backwood Helm]|h|r,,1,false,Mail,Head,,Garr
ärrow-Fairbanks,7/29/20,00:37:34,1596015454-47,[Giantstalker's Breastplate],16845,item:16845::::::::60,Main Spec,8,HUNTER,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:17742::::::::60:::1::::|h[Fungus Shroud Armor]|h|r,,1,false,Mail,Chest,,Golemagg the Incinerator
ärrow-Fairbanks,7/16/20,22:30:21,1594971021-8,[Primal Hakkari Shawl],19721,item:19721::::::::60,"Candidate is selecting response, please wait",1,HUNTER,Zul'Gurub-20 Player,High Priestess Mar'li,148,309,20,,,WAIT,false,Quest,,,High Priestess Mar'li
ärrow-Fairbanks,7/16/20,22:51:47,1594972307-17,[Seal of the Gurubashi Berserker],22722,item:22722::::::::60,Main Spec,4,HUNTER,Zul'Gurub-20 Player,High Priest Thekal,148,309,20,|cff0070dd|Hitem:9533::::::::60:::11::::|h[Masons Fraternity Ring]|h|r,|cff1eff00|Hitem:12012::::::686:1241444608:60:::1::::|h[Marsh Ring of the Tiger]|h|r,1,false,Miscellaneous,Finger,,High Priest Thekal
ärrow-Fairbanks,7/22/20,00:43:08,1595410988-50,[Ancient Petrified Leaf],18703,item:18703::::::::60,Main Spec,5,HUNTER,Molten Core-40 Player,Majordomo Executus,9,409,40,,,1,false,Quest,,,Majordomo Executus
ärrow-Fairbanks,7/23/20,22:41:08,1595576468-16,[Seal of Jin],19898,item:19898::::::::60,Main Spec,2,HUNTER,Zul'Gurub-20 Player,High Priest Thekal,148,309,20,|cff0070dd|Hitem:9533::::::::60:::11::::|h[Masons Fraternity Ring]|h|r,|cffa335ee|Hitem:22722::::::::60:::::::|h[Seal of the Gurubashi Berserker]|h|r,1,false,Miscellaneous,Finger,,High Priest Thekal
ärrow-Fairbanks,7/23/20,22:48:13,1595576893-20,[Primal Hakkari Shawl],19721,item:19721::::::::60,Main Spec,2,HUNTER,Zul'Gurub-20 Player,High Priestess Arlokk,148,309,20,,,1,false,Quest,,,High Priestess Arlokk
ärrow-Fairbanks,7/30/20,21:17:54,1596190674-3,[Primal Hakkari Aegis],19724,item:19724::::::::60,Mainspec/Need,1,HUNTER,Zul'Gurub-20 Player,Jin'do the Hexxer,148,309,20,,,1,false,Quest,,,Jin'do the Hexxer
ärrow-Fairbanks,8/11/20,23:12:15,1597219935-20,[Dragonstalker's Spaulders],16937,item:16937::::::::60,Main Spec,3,HUNTER,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:19831::::::::60:::11::::|h[Zandalar Predator's Mantle]|h|r,,1,false,Mail,Shoulder,,Chromaggus
ärrow-Fairbanks,8/11/20,23:22:53,1597220573-29,[Archimtiros' Ring of Reckoning],19376,item:19376::::::::60,PvP Item,4,HUNTER,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:19898::::::::60:::::::|h[Seal of Jin]|h|r,|cffa335ee|Hitem:22722::::::::60:::::::|h[Seal of the Gurubashi Berserker]|h|r,3,false,Miscellaneous,Finger,,Nefarian
ärrow-Fairbanks,8/11/20,23:58:44,1597222724-38,[Giantstalker's Boots],16849,item:16849::::::::60,Main Spec,5,HUNTER,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:19919::::::::60:::::::|h[Bloodstained Greaves]|h|r,,1,false,Mail,Feet,,Gehennas
ärrow-Fairbanks,7/22/20,01:17:08,1595413028-58,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Main Spec,5,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
ärrow-Fairbanks,8/13/20,23:10:11,1597392611-23,[Warblade of the Hakkari],19865,item:19865::::::::60,Main Spec,4,HUNTER,Zul'Gurub-20 Player,Hakkar,148,309,20,"|cffa335ee|Hitem:18715:2646:::::::60:::::::|h[Lok'delar, Stave of the Ancient Keepers]|h|r",,1,false,One-Handed Swords,Main Hand,,Hakkar
ärrow-Fairbanks,8/18/20,23:17:26,1597825046-29,[Head of Nefarian],19002,item:19002::::::::60,Pass,1,HUNTER,Blackwing Lair-40 Player,Nefarian,9,469,40,,,PASS,false,Quest,,,Nefarian
ärrow-Fairbanks,8/25/20,22:14:17,1598426057-0,[Dragonstalker's Bracers],16935,item:16935::::::::60,Main Spec,4,HUNTER,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:16850::::::::60:::::::|h[Giantstalker's Bracers]|h|r,,1,false,Mail,Wrist,,Razorgore the Untamed
ärrow-Fairbanks,8/25/20,23:35:16,1598430916-5,[Dragonstalker's Gauntlets],16940,item:16940::::::::60,Main Spec,6,HUNTER,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:16852:930:::::::60:::::::|h[Giantstalker's Gloves]|h|r,,1,false,Mail,Hands,,Ebonroc
ärrow-Fairbanks,9/11/20,00:14:10,1599815650-23,[Dragonstalker's Breastplate],16942,item:16942::::::::60,Mainspec/Need,6,HUNTER,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16845:928:::::::60:::::::|h[Giantstalker's Breastplate]|h|r,,1,false,Mail,Chest,,Nefarian
ärrow-Fairbanks,9/10/20,22:24:40,1599809080-3,[Dragonstalker's Belt],16936,item:16936::::::::60,Mainspec/Need,5,HUNTER,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:16851::::::::60:::::::|h[Giantstalker's Belt]|h|r,,1,false,Mail,Waist,,Vaelastrasz the Corrupt
ärrow-Fairbanks,9/18/20,00:36:08,1600421768-0,[Core Hound Tooth],18805,item:18805::::::::60,Mainspec/Need,6,HUNTER,Molten Core-40 Player,Majordomo Executus,9,409,40,"|cffa335ee|Hitem:18715:2646:::::::60:::::::|h[Lok'delar, Stave of the Ancient Keepers]|h|r",,1,false,Daggers,One-Hand,,Majordomo Executus
ärrow-Fairbanks,10/06/20,23:56:37,1602060997-16,[Larvae of the Great Worm],23557,item:23557::::::::60,Main Spec,6,HUNTER,Ahn'Qiraj Temple-40 Player,Ouro,9,531,40,"|cffa335ee|Hitem:18713:664:::::::60:::11::::|h[Rhok'delar, Longbow of the Ancient Keepers]|h|r",,1,false,Guns,,,Ouro
ärrow-Fairbanks,9/03/20,23:27:16,1599208036-15,[Giantstalker's Epaulets],16848,item:16848::::::::60,Main Spec,2,HUNTER,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:16937::::::::60:::::::|h[Dragonstalker's Spaulders]|h|r,,1,false,Mail,Shoulder,,Sulfuron Harbinger
ärrow-Fairbanks,10/04/20,20:11:40,1601889100-18,[Prestor's Talisman of Connivery],19377,item:19377::::::::60,Pass,0,HUNTER,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:18404::::::::60:::11::::|h[Onyxia Tooth Pendant]|h|r,,PASS,false,Miscellaneous,Neck,,Nefarian
ärrow-Fairbanks,10/11/20,20:58:45,1602496725-30,[Giantstalker's Leggings],16847,item:16847::::::::60,Mainspec/Need,4,HUNTER,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:16938:2586:::::::60:::::::|h[Dragonstalker's Legguards]|h|r,,1,false,Mail,Legs,,Magmadar
ärrow-Fairbanks,10/11/20,22:28:49,1602502129-56,[Dragonstalker's Helm],16939,item:16939::::::::60,Mainspec/Need,2,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:16846::::::::60:::::::|h[Giantstalker's Helmet]|h|r,,1,false,Mail,Head,,Onyxia
Gripped-Fairbanks,1/19/20,21:05:08,1579503908-0,[Bloodfang Hood],16908,item:16908::::::::60,Response,8,ROGUE,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:13404::::::::60:::1::::|h[Mask of the Unforgiven]|h|r,,1,false,Leather,Head,,Onyxia
Gripped-Fairbanks,1/21/20,23:00:24,1579683624-7,[Nightslayer Boots],16824,item:16824::::::::60,Best in Slot,5,ROGUE,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:12553::::::::60:::1::::|h[Swiftwalker Boots]|h|r,,1,false,Leather,Feet,,Shazzrah
Gripped-Fairbanks,2/04/20,23:40:02,1580895602-13,[Nightslayer Gloves],16826,item:16826::::::::60,Main Spec,10,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:15063:1843:::::::60:::::::|h[Devilsaur Gauntlets]|h|r,,1,false,Leather,Hands,,Kuwanger-Fairbanks
Gripped-Fairbanks,2/04/20,23:45:19,1580895919-25,[Brutality Blade],18832,item:18832::::::::60,Main Spec,6,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:12940:1900:::::::60:::1::::|h[Dal'Rend's Sacred Charge]|h|r,|cff0070dd|Hitem:12939:1900:::::::60:::1::::|h[Dal'Rend's Tribal Guardian]|h|r,1,false,One-Handed Swords,One-Hand,,Kuwanger-Fairbanks
Gripped-Fairbanks,2/19/20,01:07:24,1582110444-6,[Cloak of Firemaw],19398,item:19398::::::::60,Main Spec,9,ROGUE,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff0070dd|Hitem:15138::::::::60:::::::|h[Onyxia Scale Cloak]|h|r,,1,false,Cloth,Back,,Firemaw
Gripped-Fairbanks,2/20/20,22:33:53,1582274033-4,[Nightslayer Pants],16822,item:16822::::::::60,Main Spec,7,ROGUE,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:15062:1843:::::::60:::::::|h[Devilsaur Leggings]|h|r,,1,false,Leather,Legs,5/8,Magmadar
Gripped-Fairbanks,2/11/20,23:43:26,1581500606-7,[Nightslayer Shoulder Pads],16823,item:16823::::::::60,Main Spec,8,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13358::::::::60:::1::::|h[Wyrmtongue Shoulders]|h|r,,1,false,Leather,Shoulder,,Kuwanger-Fairbanks
Gripped-Fairbanks,9/10/20,22:48:11,1599810491-8,"[Maladath, Runed Blade of the Black Flight]",19351,item:19351::::::::60,Mainspec/Need,7,ROGUE,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:12940:1900:::::::60:::1::::|h[Dal'Rend's Sacred Charge]|h|r,|cff0070dd|Hitem:12939:1900:::::::60:::1::::|h[Dal'Rend's Tribal Guardian]|h|r,1,false,One-Handed Swords,One-Hand,,Broodlord Lashlayer
